"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","4",,"23","1666649335071","trapezoid.py","1.1.4 for 2021-2022 @t1",,"4",,,,,
"File.Edit"," ","","23","1666649335088","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","23","1666649335193","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","6","","23","1666649335194","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","6",,"24","1666649335199","trapezoid.py","1.1.4 for 2021-2022 @t1",,"6",,,,,
"File.Edit"," ","","24","1666649335228","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","24","1666649336273","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","1","","24","1666649336274","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"25","1666649336288","trapezoid.py","1.1.4 for 2021-2022 @t1",,"1",,,,,
"File.Edit","0","","25","1666649336382","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","0",,"26","1666649336388","trapezoid.py","1.1.4 for 2021-2022 @t1",,"0",,,,,
"File.Edit","
","","27","1666649337674","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","28","1666649337735","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","import numpy as np","","28","1666649377020","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1666649386353","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","48","1666649447786","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","d","","48","1666649449383","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"49","1666649449383","trapezoid.py","1.1.4 for 2021-2022 @t1",,"d",,,,,
"File.Edit","e","","49","1666649449544","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"50","1666649449545","trapezoid.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","50","1666649449630","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"51","1666649449631","trapezoid.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit"," trapezoid(f, a, b, n):","","51","1666649451201","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","75","1666649459480","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","75","1666649459485","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","h","","79","1666649459946","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"80","1666649459946","trapezoid.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit"," ","","80","1666649460141","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"81","1666649460149","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","81","1666649460802","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"82","1666649460803","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","82","1666649461023","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"83","1666649461035","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","(","","83","1666649461439","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","84","1666649461459","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"84","1666649461462","trapezoid.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit","b","","84","1666649461736","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"85","1666649461738","trapezoid.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit","-","","85","1666649462116","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"86","1666649462119","trapezoid.py","1.1.4 for 2021-2022 @t1",,"-",,,,,
"File.Edit","a","","86","1666649462235","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"87","1666649462237","trapezoid.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","87","1666649462248","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"88","1666649463016","trapezoid.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"File.Edit",""," )","87","1666649463430","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","86","1666649463495","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","-","85","1666649463608","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","85","1666649463927","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"86","1666649463934","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","-","","86","1666649464262","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"87","1666649464264","trapezoid.py","1.1.4 for 2021-2022 @t1",,"-",,,,,
"File.Edit"," ","","87","1666649464416","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"88","1666649464428","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","a","","88","1666649464488","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"89","1666649464491","trapezoid.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","89","1666649464499","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","89","1666649465017","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",")","","89","1666649465018","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"90","1666649465017","trapezoid.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"File.Edit"," ","","90","1666649465327","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"91","1666649465338","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","/","","91","1666649465565","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","/",,"92","1666649465567","trapezoid.py","1.1.4 for 2021-2022 @t1",,"/",,,,,
"File.Edit"," ","","92","1666649465649","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"93","1666649465651","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","93","1666649465937","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"94","1666649465947","trapezoid.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","94","1666649465964","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","94","1666649466727","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    
","","95","1666649467993","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","s","","99","1666649472379","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"100","1666649472384","trapezoid.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","100","1666649472399","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","100","1666649472443","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","100","1666649472444","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"101","1666649472444","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit"," ","","101","1666649472451","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","101","1666649472633","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","101","1666649472634","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"102","1666649472647","trapezoid.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","102","1666649472784","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"103","1666649472786","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","103","1666649473517","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"104","1666649473521","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","104","1666649473647","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"105","1666649473647","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","0.5 * (f(a) + f(b))","","105","1666649474940","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","125","1666649475448","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","for i in range(1, n):","","129","1666649476875","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","151","1666649477445","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","155","1666649477451","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","s","","159","1666649480042","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"160","1666649480046","trapezoid.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit","u","","160","1666649480094","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"161","1666649480096","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","161","1666649480288","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"162","1666649480289","trapezoid.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","162","1666649480416","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"163","1666649480417","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","163","1666649481619","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"164","1666649481623","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","164","1666649482786","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"165","1666649482798","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","165","1666649483060","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"166","1666649483062","trapezoid.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit","u","","166","1666649483111","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"167","1666649483113","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","167","1666649483309","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"168","1666649483311","trapezoid.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","168","1666649483430","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"169","1666649483432","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","169","1666649484138","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"170","1666649484140","trapezoid.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","170","1666649484401","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"171","1666649484405","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","171","1666649484840","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"172","1666649484842","trapezoid.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit","(","","172","1666649485820","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","173","1666649485827","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"173","1666649485829","trapezoid.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit","a","","173","1666649497534","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"174","1666649497534","trapezoid.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","174","1666649497929","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"175","1666649497930","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","175","1666649498119","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"176","1666649498120","trapezoid.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","176","1666649498225","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"177","1666649498228","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","h","","177","1666649499088","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"178","1666649499088","trapezoid.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit"," ","","178","1666649499122","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," h","176","1666649500119","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","176","1666649500253","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","+","175","1666649500405","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","174","1666649500545","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","173","1666649500734","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    
","","151","1666649503800","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","155","1666649503807","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","x","","159","1666649505013","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","x",,"160","1666649505013","trapezoid.py","1.1.4 for 2021-2022 @t1",,"x",,,,,
"File.Edit","","    x
    ","155","1666649505032","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","        x 
","","151","1666649505032","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","160","1666649505189","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","160","1666649505197","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"161","1666649505198","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","161","1666649505849","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"162","1666649505853","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","162","1666649507051","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"163","1666649507057","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","a","","163","1666649515063","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"164","1666649515066","trapezoid.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","164","1666649515261","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"165","1666649515264","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","165","1666649516007","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"166","1666649516010","trapezoid.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","166","1666649516243","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"167","1666649516245","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","h","","167","1666649516466","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"168","1666649516473","trapezoid.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit"," ","","168","1666649516492","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","168","1666649519468","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","x","","191","1666649519468","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","x",,"192","1666649519470","trapezoid.py","1.1.4 for 2021-2022 @t1",,"x",,,,,
"File.Edit"," ","","168","1666649519487","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","193","1666649519487","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","168","1666649519487","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","192","1666649523923","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
        ","","193","1666649523924","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","=","","168","1666649527536","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"169","1666649527542","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit","=","","169","1666649527659","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"170","1666649527659","trapezoid.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit","","=","169","1666649528388","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","=","168","1666649528527","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","h","167","1666649528678","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","166","1666649528816","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","+","165","1666649528942","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","164","1666649529107","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","163","1666649529251","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","163","1666649529656","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"164","1666649529657","trapezoid.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," + h","","164","1666649529666","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","192","1666649529666","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","+ h","165","1666649529666","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","189","1666649529666","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","164","1666649530662","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","164","1666649530676","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"165","1666649530681","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+ i * h","","165","1666649531837","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","        
","","207","1666649534007","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","205","1666649534360","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","202","1666649534365","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","r","","202","1666649535398","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"203","1666649535409","trapezoid.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","e","","203","1666649535541","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"204","1666649535542","trapezoid.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","204","1666649535719","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"205","1666649535719","trapezoid.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","u","","205","1666649535818","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"206","1666649535820","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","206","1666649535920","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"207","1666649535920","trapezoid.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","n","","207","1666649536012","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"208","1666649536014","trapezoid.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","208","1666649536112","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"209","1666649536118","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","209","1666649536400","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"210","1666649536403","trapezoid.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","210","1666649536418","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","210","1666649536482","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","210","1666649536483","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"211","1666649536484","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit"," ","","211","1666649536488","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","u ","210","1666649538280","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","210","1666649538305","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","s ","209","1666649538425","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","208","1666649538590","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","n","207","1666649538720","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","r","206","1666649538847","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","u","205","1666649538999","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","t","204","1666649539157","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","e","203","1666649539274","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","r","202","1666649539674","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","202","1666649539799","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"203","1666649539801","trapezoid.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","203","1666649539812","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","203","1666649539946","trapezoid.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","u","","203","1666649539947","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"204","1666649539955","trapezoid.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","m","","204","1666649540101","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"205","1666649540126","trapezoid.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","205","1666649540224","trapezoid.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"206","1666649540225","trapezoid.py","1.1.4 for 2021-2022 @t1",," ",,,,,
