"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit",""," ","18","1667846670420","vecNorm1.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","ath 4610","","18","1667846670421","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","27","1667846670650","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","28","1667846670787","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","import numpy as np","","28","1667846671736","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1667846671879","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","48","1667846672040","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","def vecNorm1(a):","","48","1667846673167","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum
","","65","1667846677109","vecNorm1.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Copy","# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum",,"0","1667846756456","vecNorm1.py","1.1.4 for 2021-2022 @t1",,"# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum",,,,,
"File.Edit","","# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum","0","1667846756555","vecNorm1.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","# Jake Daniels
# CS1400 - 001
# Assignment ??","","0","1667846777530","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","45","1667846777702","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," Jake Daniels
# CS1400 - 001
# Assignment ??","1","1667846781697","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","#","0","1667846781789","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"p","# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum",,"0","1667846782502","L1Norm.py","1.1.4 for 2021-2022 @t1",,"# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum",,,,,
"File.Edit","# Jake Daniels
# Math 4610

import numpy as np

def vecNorm1(a):
    sum = 0
    for i in range(len(a)):
        sum += abs(a[i])
    return sum","","0","1667846782532","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","vecNorm","52","1667846785826","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","L","","52","1667846785835","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","L",,"53","1667846785836","L1Norm.py","1.1.4 for 2021-2022 @t1",,"L",,,,,
"File.Edit"," ","","53","1667846785945","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","L ","52","1667846786722","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","vecNorm","","52","1667846786723","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","vecNorm1","52","1667846786926","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","L1N","","52","1667846786927","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","N",,"55","1667846786930","L1Norm.py","1.1.4 for 2021-2022 @t1",,"N",,,,,
"File.Edit"," ","","55","1667846786948","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","55","1667846787125","L1Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","55","1667846787126","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"56","1667846787126","L1Norm.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","56","1667846787236","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"57","1667846787239","L1Norm.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","m","","57","1667846787313","L1Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"58","1667846787314","L1Norm.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit","# Jake Daniels
# CS1400 - 001
# Assignment ??","","0","1667846795324","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","45","1667846795493","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","CS1400 - 001
# Assignment ??","17","1667846799177","L2Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","M","","17","1667846799185","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","M",,"18","1667846799185","L2Norm.py","1.1.4 for 2021-2022 @t1",,"M",,,,,
"File.Edit"," ","","18","1667846799221","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","18","1667846799459","L2Norm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","18","1667846799460","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"19","1667846799462","L2Norm.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","19","1667846799577","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"20","1667846799579","L2Norm.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","20","1667846799664","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"21","1667846799667","L2Norm.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit"," 4610","","21","1667846800687","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","27","1667846800930","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","28","1667846801075","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","import numpy as np","","28","1667846801873","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1667846802096","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","48","1667846802227","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","def L2Norm(a):","","48","1667846803107","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    sum = 0
    for i in range(len(a)):
        sum += a[i]**2
    return np.sqrt(sum)
","","63","1667846806455","L2Norm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","# Jake Daniels
# CS1400 - 001
# Assignment ??","","0","1667846853833","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","45","1667846854038","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","CS1400 - 001
# Assignment ??","17","1667846857707","maxNorm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","M","","17","1667846857717","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","M",,"18","1667846857717","maxNorm.py","1.1.4 for 2021-2022 @t1",,"M",,,,,
"File.Edit"," ","","18","1667846857749","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","18","1667846858031","maxNorm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","18","1667846858032","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"19","1667846858038","maxNorm.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","19","1667846858160","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"20","1667846858162","maxNorm.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","20","1667846858278","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"21","1667846858292","maxNorm.py","1.1.4 for 2021-2022 @t1",,"h",,,,,
"File.Edit"," ","","21","1667846858548","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"22","1667846858549","maxNorm.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","4","","22","1667846858934","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","4",,"23","1667846858935","maxNorm.py","1.1.4 for 2021-2022 @t1",,"4",,,,,
"File.Edit","6","","23","1667846859071","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","6",,"24","1667846859071","maxNorm.py","1.1.4 for 2021-2022 @t1",,"6",,,,,
"File.Edit","1","","24","1667846859255","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"25","1667846859255","maxNorm.py","1.1.4 for 2021-2022 @t1",,"1",,,,,
"File.Edit","0","","25","1667846859951","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","0",,"26","1667846859954","maxNorm.py","1.1.4 for 2021-2022 @t1",,"0",,,,,
"File.Edit","
","","27","1667846860708","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","28","1667846860887","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","import numpy as np","","28","1667846861577","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1667846861740","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","48","1667846861882","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","def maxNorm(a):","","48","1667846862865","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    max = 0
    for i in range(len(a)):
        if abs(a[i]) > max:
            max = abs(a[i])
    return max
","","64","1667846868813","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","175","1667846871708","maxNorm.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","    ","175","1667846871711","maxNorm.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","# Jake Daniels
# CS1400 - 001
# Assignment ??","","0","1667846922595","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","45","1667846922787","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","46","1667846926175","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1667846926284","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","import numpy as np","","47","1667846927045","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","66","1667846927221","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","67","1667846927405","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","def dotProduct(a, b):","","67","1667846928394","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","89","1667846928582","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","89","1667846928585","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","if len(a) != len(b):
        print(""Vectors must be the same length"")
        return None
    sum = 0
    for i in range(len(a)):
        sum += a[i] * b[i]
    return sum","","93","1667846933893","dotProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","# Jake Daniels
# CS1400 - 001
# Assignment ??","","0","1667846942283","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","45","1667846942477","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","46","1667846946036","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","47","1667846946158","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","47","1667846946363","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","50","1667846947027","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","47","1667846947035","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","import numpy as np","","47","1667846947546","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","66","1667846947820","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","
","","67","1667846948084","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","def crossProduct(a, b):","","67","1667846949212","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    if len(a) != len(b):
        print(""Vectors must be the same length"")
        return None
    c = np.zeros(len(a))
    for i in range(len(a)):
        c[i] = a[i] * b[i]
    return c
","","91","1667846955573","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","for i in range(len(a)):
        c[i] = a[i] * b[i]","214","1667847144362","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","214","1667847146048","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"215","1667847146052","crossProduct.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit"," ","","215","1667847146097","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","215","1667847146306","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","215","1667847146307","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"216","1667847146319","crossProduct.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","216","1667847146335","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","216","1667847146436","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","216","1667847146437","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"217","1667847146444","crossProduct.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","217","1667847146457","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","217","1667847146570","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","217","1667847146571","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"218","1667847146576","crossProduct.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","218","1667847146581","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","218","1667847146626","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","218","1667847146627","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"219","1667847146627","crossProduct.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","219","1667847146631","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","219","1667847146749","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","d","","219","1667847146750","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"220","1667847146751","crossProduct.py","1.1.4 for 2021-2022 @t1",,"d",,,,,
"File.Edit"," ","","220","1667847146756","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","220","1667847146938","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",".","","220","1667847146939","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"221","1667847146938","crossProduct.py","1.1.4 for 2021-2022 @t1",,".",,,,,
"File.Edit"," ","","221","1667847146962","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","221","1667847150438","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","221","1667847150439","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"222","1667847150508","crossProduct.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","222","1667847150519","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","c ","221","1667847155255","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","",".","220","1667847155435","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","d","219","1667847155602","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","n","218","1667847155755","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","e","217","1667847156001","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","p","216","1667847156034","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","p","215","1667847156169","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","214","1667847156294","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","214","1667847156453","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"215","1667847156455","crossProduct.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","215","1667847156482","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","c ","214","1667847157655","crossProduct.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","214","1667847159708","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"215","1667847159710","crossProduct.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"File.Edit","1","","215","1667847160011","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"216","1667847160057","crossProduct.py","1.1.4 for 2021-2022 @t1",,"1",,,,,
"File.Edit","2","","216","1667847160060","crossProduct.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
